cantidad_leche_litros;temperatura_fermentacion;tiempo_fermentacion_horas;cantidad_cultivos_miligramos;tiempo_colado_horas;contenido_grasa_porcentaje;nivel_acidez_pH;cantidad_proteina_gramos;textura_puntuacion;sabor_puntuacion;nivel_calidad
46,32;36,96;3,15;40,03;3,34;5,7;4,2;7,64;3,99;3,76;4,17
30,64;35,25;2,85;45,11;1,12;6,29;4,4;5,27;2,53;9,87;4,64
24,96;41,19;6,99;51,32;2,84;6,31;4,07;7,76;1,71;5,95;4,16
86,01;35,54;8,98;52,56;4,09;5,62;4,13;4,79;8,64;6,47;5,06
33,3;35,93;9,44;39,09;2,7;3,45;4,32;5,96;5,83;5,36;4,5
52,19;36,57;5,54;51,21;3,69;3,34;4,42;6,34;6,85;1,77;4,03
65,21;38,68;5,85;58,53;4,41;3,51;4,5;6,07;2,14;3,1;3,29
89,97;44,85;7,43;37,87;2,45;3,57;4,24;6,67;9,92;4,13;5,2
92,46;44,79;9,22;56,59;1,89;7,73;4,49;5,47;3,06;5,86;3,99
67,03;40,02;7,79;34,48;2,17;9,35;4,33;7,36;8,32;5,65;5,45
89,62;39,6;7,01;57,69;2,66;4,5;4,11;7,26;6,02;6,54;5,02
91,53;43,44;4,36;45,3;2,69;6,41;4,48;5,91;8,09;2,47;4,39
31,61;38,15;8,39;42,75;2,33;4,92;4,42;7,18;4,28;1,81;3,73
77,24;39,61;9,14;26,04;3,78;9,75;4,18;7,34;8,99;9,35;6,31
31,52;44,25;6,06;31,13;3,4;5,43;4,15;5,7;7,84;5,49;4,88
53,87;39,62;5,37;46,71;3,72;8,38;4,1;5,95;6,35;2,61;4,11
38,42;44,83;6,68;54,26;2,93;7,72;4,04;4,41;9,07;1,73;4,14
63,48;42,57;7,38;32,34;0,42;4,51;4,25;6,14;5,14;2,94;3,92
92,5;43,47;7,31;38,72;3,44;9,54;4,01;5,79;7,8;4,17;4,68
24,52;40,27;5,22;61,77;2,88;4,8;4,49;8,61;1,01;3,98;3,78
84,91;44,16;7,3;75,29;3,05;8,34;4,49;7,15;8,92;7,65;5,87
43,27;39,47;6,66;61,27;2,06;5,13;4,22;5,79;2,14;4,11;3,49
63,61;39,05;5,15;50,21;3,51;8,53;4,45;4,2;1,5;1,09;2,5
31,53;35,77;7,67;44,63;4,01;7,9;4,5;7,52;5,28;8,57;5,39
73,41;40,11;8,47;45,71;4,57;9,79;4,13;6,91;1,81;3,15;3,54
79,92;37,67;8,88;48,07;3,16;4,39;4,42;6,0;5,92;4,49;4,35
54,49;43,59;10,29;76,08;3,18;3,13;4,11;6,44;6,57;8,4;5,31
78,41;41,47;4,28;54,51;1,18;5,98;4,28;6,69;7,62;3,07;4,59
68,1;43,13;7,42;45,89;2,13;7,78;4,1;5,11;3,54;3,83;3,61
58,93;38,18;11,57;17,32;4,46;8,49;4,16;6,4;8,62;8,89;5,92
52,56;41,13;5,42;53,95;1,76;7,57;4,3;6,65;9,99;2,68;5,02
83,49;42,24;5,18;46,36;3,94;5,11;4,14;6,4;1,28;7,75;4,16
79,57;35,49;10,34;46,92;2,03;9,46;4,32;7,26;1,56;7,53;4,46
80,07;36,0;8,37;51,62;4,4;8,63;4,45;5,02;9,8;9,13;5,93
73,72;43,05;6,69;59,59;3,43;7,41;4,07;5,81;3,27;9,83;4,88
77,59;41,55;6,77;59,13;3,32;4,31;4,43;9,54;6,29;3,99;5,02
98,59;44,0;6,39;53,27;2,81;5,89;4,27;3,76;3,51;8,08;4,18
85,17;42,19;7,91;61,2;2,49;8,68;4,42;5,36;4,05;7,14;4,46
62,05;44,39;6,4;51,4;2,59;8,16;4,47;5,88;4,74;5,03;4,26
45,94;40,77;7,38;57,51;0,83;6,82;4,41;3,99;8,71;5,62;4,78
91,58;36,91;8,58;35,74;2,79;3,05;4,29;5,53;5,72;5,23;4,36
54,73;43,53;7,87;44,12;2,44;3,89;4,34;6,75;2,79;9,13;4,8
41,06;44,05;6,22;45,18;4,31;7,02;4,08;5,65;7,84;4,22;4,64
87,16;35,99;10,44;39,24;1,94;7,14;4,43;4,56;5,63;3,73;3,9
74,76;40,83;8,69;56,46;4,31;6,65;4,43;5,88;6,4;8,29;5,22
96,91;41,79;8,78;41,04;1,55;9,51;4,14;5,99;1,01;2,47;3,05
38,39;36,78;6,78;44,34;4,27;4,01;4,43;7,34;7,04;3,88;4,71
43,74;41,71;8,58;55,72;4,57;9,04;4,06;5,88;7,03;5,61;4,84
34,75;35,66;9,16;34,18;2,13;9,05;4,02;5,61;5,28;7,8;4,86
83,18;39,34;8,54;52,09;3,11;9,16;4,43;7,21;5,9;6,43;5,07
90,51;44,53;3,96;48,85;2,0;6,25;4,26;5,14;3,15;5,83;3,94
44,67;43,43;8,84;64,63;3,86;9,62;4,41;5,79;7,98;4,5;4,82
42,06;40,71;9,94;58,19;3,91;7,08;4,5;6,07;8,9;8,43;5,78
55,12;37,71;4,48;50,65;3,92;4,32;4,23;5,26;10,0;8,08;5,74
75,48;42,68;8,43;53,0;2,28;7,9;4,3;4,81;2,65;9,0;4,45
84,45;44,31;10,64;47,21;2,29;8,14;4,06;6,11;9,01;6,03;5,34
84,65;44,39;5,86;38,92;3,22;7,83;4,28;5,91;5,11;8,75;5,11
40,32;36,56;8,77;56,49;3,12;8,87;4,21;6,23;2,95;4,96;3,99
53,93;36,14;8,37;58,15;1,61;5,51;4,18;4,77;4,62;9,47;4,86
52,83;37,85;10,11;49,65;1,96;3,9;4,34;7,75;5,19;3,77;4,41
49,81;35,75;6,62;54,6;3,17;8,65;4,31;4,71;2,43;2,7;3,14
63,28;38,91;8,76;50,34;3,74;4,25;4,46;6,3;3,77;1,69;3,4
95,36;40,65;9,29;50,34;3,57;3,63;4,14;5,21;4,92;9,02;4,87
28,11;44,68;7,09;38,23;2,96;7,54;4,41;5,85;4,34;8,78;4,92
43,42;41,59;9,23;38,66;3,26;5,7;4,43;4,72;8,9;8,45;5,5
55,18;43,08;10,58;47,52;3,64;8,57;4,3;5,19;3,41;9,44;4,78
88,63;43,18;7,75;56,78;2,36;7,26;4,34;4,97;7,81;3,11;4,32
91,42;41,16;7,85;58,68;2,14;4,9;4,31;6,08;9,28;2,44;4,66
70,45;42,98;9,31;48,03;2,21;5,05;4,19;5,64;3,44;1,18;3,13
69,35;42,3;8,63;59,24;2,38;7,25;4,23;6,55;6,76;2,1;4,21
87,98;44,02;8,69;40,07;4,68;4,16;4,02;5,41;3,23;5,15;3,79
86,28;36,94;10,07;60,26;3,65;6,37;4,37;6,23;8,73;3,46;4,8
45,74;44,92;6,96;27,77;2,59;8,5;4,31;8,05;6,43;2,05;4,47
63,4;36,87;6,94;26,39;2,2;8,32;4,27;7,02;8,52;4,26;5,12
27,34;44,84;8,93;61,52;2,33;3,92;4,21;6,93;7,1;5,85;5,04
52,72;35,21;6,62;47,68;2,27;4,18;4,4;6,12;6,08;5,24;4,55
58,34;40,19;8,7;70,7;3,07;4,81;4,37;6,29;9,2;1,17;4,41
76,79;38,91;5,32;44,75;4,88;9,23;4,34;5,66;1,08;9,54;4,43
60,17;40,31;9,53;38,89;2,97;3,66;4,14;6,46;2,7;4,05;3,68
77,53;38,04;7,46;35,48;2,48;5,95;4,36;5,64;6,08;6,25;4,7
45,67;36,96;7,76;72,21;4,4;8,4;4,2;6,02;4,43;3,41;3,92
99,93;38,53;7,19;41,88;3,71;6,09;4,43;5,15;8,39;2,01;4,21
95,4;35,79;11,39;45,96;1,03;3,58;4,08;6,55;4,23;9,67;5,12
83,21;40,84;5,79;54,36;2,99;9,04;4,24;7,55;5,16;4,45;4,6
92,15;43,02;9,99;47,89;2,0;8,74;4,32;4,87;6,94;9,98;5,53
88,54;43,19;8,07;48,35;1,78;5,16;4,37;5,34;3,41;2,53;3,35
53,91;35,72;6,94;56,6;3,58;5,79;4,22;4,47;7,09;4,52;4,32
86,79;40,52;8,95;49,51;4,97;7,08;4,14;5,74;9,02;6,22;5,31
41,37;37,75;6,93;39,0;2,45;5,69;4,48;6,38;5,8;6,88;4,89
50,98;35,16;8,97;44,3;3,73;5,15;4,13;4,69;8,34;4,91;4,66
75,38;39,99;8,7;42,63;3,56;5,98;4,1;6,34;8,62;5,48;5,17
90,81;44,09;10,04;42,74;2,83;4,98;4,24;7,1;9,98;2,51;5,01
98,79;44,27;9,87;56,07;3,74;9,31;4,37;4,83;1,88;8,53;4,22
38,06;43,75;8,43;38,39;4,63;3,49;4,19;5,59;8,26;2,87;4,39
89,75;42,29;7,61;59,8;3,63;3,67;4,01;6,03;1,87;5,6;3,72
62,47;42,92;8,62;52,39;2,97;6,47;4,29;5,48;9,62;8,59;5,87
80,51;41,53;7,13;45,5;3,13;8,09;4,38;7,72;1,81;9,91;5,03
36,88;38,8;9,89;51,08;0,88;9,17;4,44;6,67;4,34;2,93;3,94
42,62;40,91;8,35;51,69;2,75;9,14;4,1;4,54;7,29;9,2;5,35
31,73;37,15;12,7;63,78;3,92;6,79;4,2;5,88;3,24;2,13;3,37
69,56;38,05;8,84;44,43;2,9;5,84;4,16;4,42;1,93;5,72;3,5
64,13;40,24;13,21;46,18;3,83;5,98;4,35;5,92;6,44;5,14;4,61
76,56;35,21;4,98;52,56;2,6;6,79;4,24;5,78;5,58;8,48;5,09
67,44;37,23;4,54;60,83;4,51;9,08;4,37;5,48;9,12;1,9;4,47
32,41;40,77;9,41;58,71;2,73;8,51;4,27;4,88;8,46;3,82;4,6
44,27;35,98;7,61;46,49;3,42;6,4;4,41;7,54;5,91;6,42;5,08
31,95;38,69;5,84;57,39;3,62;5,75;4,2;5,69;2,61;9,41;4,64
56,55;43,21;7,86;53,11;3,62;4,64;4,04;8,35;3,06;8,26;4,97
89,27;36,29;8,6;42,48;2,36;8,71;4,36;6,19;5,01;4,56;4,31
76,33;41,11;6,53;38,37;2,43;5,77;4,33;3,99;8,68;6,43;4,93
95,82;44,71;6,02;42,24;2,59;4,22;4,25;6,5;1,21;6,23;3,86
95,94;36,82;8,56;40,41;1,51;7,28;4,07;6,37;8,46;5,05;5,08
46,18;38,48;8,75;54,76;5,75;6,07;4,21;4,39;7,27;3,89;4,21
67,34;42,46;7,28;49,74;3,54;4,68;4,04;7,7;4,1;2,16;3,83
32,25;36,13;11,54;62,89;2,48;9,87;4,18;6,08;5,71;1,77;3,89
86,66;39,33;12,25;53,39;2,52;6,15;4,45;6,03;8,87;2,48;4,57
89,8;40,44;8,93;50,85;2,52;4,3;4,41;8,89;3,88;4,38;4,49
41,72;44,64;6,81;54,18;4,36;4,14;4,03;5,34;5,73;5,56;4,35
72,71;35,6;7,56;45,16;2,55;6,04;4,47;5,55;5,51;6,49;4,6
93,77;39,1;8,2;59,46;3,69;4,28;4,37;6,91;2,3;9,19;4,75
48,87;39,44;5,89;32,07;3,01;7,27;4,3;5,51;5,35;7,41;4,8
57,26;41,41;9,47;58,06;2,52;4,4;4,09;7,35;6,77;5,97;5,06
73,11;39,12;6,55;43,91;2,6;8,11;4,21;5,42;2,14;2,46;3,15
49,6;43,57;6,24;29,94;5,09;7,19;4,3;8,17;2,83;1,1;3,56
54,84;36,91;10,62;36,28;2,98;7,97;4,27;6,69;7,52;9,01;5,8
66,77;44,97;7,27;39,14;3,43;8,09;4,14;4,83;6,38;5,31;4,43
67,14;42,82;6,62;37,57;4,49;9,22;4,36;8,14;7,08;6,17;5,45
42,36;44,67;8,96;50,72;3,29;4,19;4,0;5,05;7,87;2,63;4,13
31,84;41,15;8,36;48,08;2,98;6,83;4,25;7,08;5,08;3,15;4,19
58,15;41,82;9,05;40,97;2,15;8,55;4,35;4,68;1,74;1,8;2,81
29,71;37,81;10,25;35,13;2,55;4,98;4,37;4,81;9,65;2,86;4,55
37,34;38,52;9,11;47,6;2,64;7,4;4,36;6,1;1,65;8,02;4,29
42,76;41,82;6,59;56,33;2,88;6,85;4,14;6,73;3,2;5,17;4,12
27,45;44,64;7,92;54,75;3,15;6,44;4,23;6,63;1,71;2,97;3,38
74,03;39,47;10,53;53,18;3,94;9,02;4,04;5,71;2,06;7,53;4,19
35,87;35,7;10,16;56,57;2,09;8,46;4,09;5,58;9,36;1,7;4,46
57,63;40,38;8,24;68,44;4,58;7,44;4,29;4,79;1,74;2,57;2,97
59,06;38,93;7,21;62,3;4,43;3,25;4,17;6,86;4,41;1,02;3,5
58,68;41,52;9,53;55,46;4,35;7,54;4,42;4,57;1,36;8,72;4,06
59,65;40,25;7,5;56,67;3,75;9,71;4,1;4,93;5,33;9,34;5,07
85,53;40,79;10,91;50,63;3,04;9,74;4,39;5,87;2,28;3,83;3,57
25,27;44,79;7,3;39,81;3,21;5,74;4,03;4,47;7,32;9,24;5,27
76,91;39,41;9,72;45,04;4,52;5,54;4,33;7,6;5,26;8,25;5,33
26,22;44,17;8,85;59,79;2,58;8,39;4,19;5,3;4,66;6,98;4,53
72,37;36,84;8,91;45,53;2,21;5,38;4,46;4,82;3,44;3,36;3,4
70,3;35,53;11,85;42,17;3,67;5,29;4,02;4,17;4,54;3,68;3,53
39,4;41,33;9,93;38,91;1,5;5,86;4,19;7,38;9,74;6,68;5,86
73,09;37,41;8,79;64,93;2,6;6,34;4,0;7,0;2,68;7,51;4,5
83,67;43,8;11,4;44,34;2,99;7,86;4,4;6,27;5,74;8,49;5,24
53,55;37,21;6,26;40,28;3,93;5,24;4,29;7,14;1,26;5,24;3,83
41,31;37,11;6,92;44,12;2,51;5,96;4,44;6,49;3,59;6,75;4,46
98,68;40,15;4,57;44,4;4,77;8,23;4,02;6,22;5,91;4,41;4,42
86,71;37,37;9,46;43,79;2,87;7,29;4,01;6,36;7,14;1,25;4,04
59,53;41,74;9,5;40,81;3,53;9,62;4,18;6,21;4,9;6,11;4,61
41,49;36,39;9,92;35,5;3,47;6,6;4,43;7,76;7,7;3,31;4,86
98,96;44,62;9,12;27,69;3,63;6,44;4,12;8,87;6,5;1,71;4,51
42,91;41,68;9,61;36,14;2,91;8,88;4,39;7,1;1,25;6,74;4,18
77,47;37,44;8,79;48,96;1,0;5,68;4,24;5,49;7,17;7,37;5,11
30,36;39,16;10,1;66,12;2,0;4,03;4,3;5,98;1,98;4,73;3,62
94,12;37,38;11,17;37,48;2,68;9,95;4,12;3,67;3,98;4,41;3,58
84,06;40,24;7,84;30,87;3,49;3,52;4,07;5,12;3,7;5,97;3,98
87,36;40,49;8,5;44,17;2,62;5,14;4,05;4,75;3,04;8,48;4,31
81,98;37,7;5,31;52,06;3,13;7,95;4,07;5,92;6,78;7,51;5,16
71,3;44,54;6,64;70,52;2,85;6,92;4,27;6,05;9,33;9,34;6,08
20,58;36,57;7,63;56,63;2,5;3,22;4,13;8,34;5,88;9,44;5,76
95,87;43,6;10,54;62,47;3,7;4,0;4,17;7,26;4,3;4,61;4,29
47,34;42,85;8,12;32,13;3,61;8,22;4,41;6,28;9,19;8,5;5,94
85,74;41,31;3,45;57,14;3,58;4,07;4,23;6,74;7,05;3,74;4,57
93,44;43,37;10,72;61,03;2,1;9,06;4,23;7,61;7,25;8,43;5,83
66,21;35,08;7,06;45,98;3,47;3,17;4,29;5,63;4,74;1,24;3,38
55,63;40,36;8,4;43,91;2,3;3,65;4,1;6,37;3,14;9,38;4,81
55,89;39,42;7,42;44,0;2,59;3,59;4,03;7,14;1,06;2,29;3,12
60,18;43,7;6,64;53,82;4,53;8,03;4,33;7,97;2,28;5,53;4,31
78,39;43,28;8,26;42,9;3,72;8,26;4,12;5,99;4,63;6,69;4,59
65,44;35,85;7,92;59,79;4,1;9,47;4,36;6,0;2,09;9,3;4,66
74,12;43,37;5,36;55,74;2,97;5,11;4,12;5,13;6,06;2,13;3,73
52,64;36,21;5,34;56,69;2,27;9,52;4,5;6,23;9,79;6,41;5,64
72,57;42,73;8,32;60,98;3,26;7,91;4,49;7,2;9,36;2,61;4,95
40,95;40,31;9,11;53,51;4,08;9,56;4,2;4,17;9,44;9,15;5,72
40,4;37,55;8,38;40,44;3,58;6,55;4,32;5,25;8,64;4,06;4,72
93,14;40,25;7,29;56,53;1,92;3,5;4,03;5,44;3,17;2,76;3,29
41,49;35,11;6,62;49,65;1,72;5,14;4,12;6,65;9,59;9,47;6,21
62,15;35,57;11,68;41,73;2,49;4,63;4,42;5,91;5,58;8,45;5,06
85,65;38,4;6,84;42,14;2,58;9,24;4,35;6,07;8,16;8,96;5,81
41,69;39,86;3,61;43,07;4,43;5,73;4,08;6,9;1,19;9,79;4,65
30,07;39,63;8,36;45,45;4,02;3,53;4,29;6,54;8,57;1,95;4,48
30,11;37,56;9,07;47,55;3,24;8,69;4,16;6,55;6,59;4,82;4,74
62,54;42,86;7,36;50,87;2,31;9,5;4,04;7,99;5,73;4,65;4,81
53,1;40,18;10,25;50,94;2,24;5,58;4,4;7,33;1,76;5,83;4,08
48,86;40,12;9,44;63,46;3,59;7,33;4,34;5,94;9,12;1,25;4,4
99,22;39,48;6,42;59,23;1,31;5,19;4,0;4,47;2,52;3,86;3,21
46,65;39,18;8,54;35,84;2,42;6,03;4,29;5,1;5,89;8,04;4,92
37,56;39,73;5,76;65,55;3,76;3,87;4,4;3,61;8,86;9,72;5,5
97,01;38,71;9,16;81,43;1,97;6,05;4,18;6,79;8,72;2,23;4,65
95,32;36,42;9,19;51,16;4,15;6,36;4,14;6,16;6,99;7,64;5,25
55,39;39,59;9,8;35,34;2,86;9,44;4,22;6,4;3,37;8,69;4,86
35,91;41,6;8,66;54,56;0,9;9,91;4,09;7,18;9,29;3,47;5,14
23,17;43,06;7,17;56,91;4,72;9,83;4,1;6,86;4,28;4,22;4,23
71,0;39,56;10,7;34,23;5,0;3,55;4,47;6,1;5,87;5,6;4,55
30,51;41,92;8,66;61,12;2,68;3,2;4,14;5,95;8,0;3,62;4,55
30,44;35,53;5,04;55,63;1,43;5,34;4,0;6,8;1,18;7,86;4,21
29,65;36,87;7,64;50,81;2,4;8,66;4,0;5,37;7,48;5,58;4,8
64,51;37,66;6,77;52,86;2,17;3,33;4,11;5,77;6,55;4,97;4,49
57,86;42,42;7,14;53,19;3,61;8,06;4,21;5,19;1,19;3,07;3,03
44,08;39,12;8,59;42,58;3,92;4,7;4,03;5,21;7,95;8,5;5,37
69,25;44,3;9,38;61,12;4,3;6,33;4,32;6,14;5,89;4,52;4,43
60,49;38,61;7,64;52,14;4,9;7,21;4,16;5,73;6,24;5,76;4,66
24,98;37,55;12,34;46,59;2,34;7,03;4,17;3,91;9,01;7,48;5,19
34,92;36,59;8,33;51,01;1,68;3,11;4,08;6,08;6,31;1,59;3,81
65,68;39,92;6,68;54,83;4,44;6,85;4,06;5,21;5,77;2,26;3,74
79,22;36,66;8,89;66,56;4,26;7,96;4,04;6,89;1,62;1,16;3,04
34,85;43,36;6,52;49,25;1,75;9,48;4,38;5,37;6,45;9,28;5,39
68,44;36,0;8,11;45,48;2,41;9,25;4,16;6,53;3,85;8,48;4,93
87,22;39,79;6,41;62,87;2,89;4,55;4,3;4,86;8,52;5,12;4,79
51,04;40,08;6,32;27,43;3,47;6,24;4,04;6,52;4,15;1,32;3,47
87,1;38,67;6,61;59,81;3,94;3,62;4,09;5,85;4,65;4,42;4,01
38,06;39,32;7,4;48,25;3,89;3,09;4,16;5,67;8,95;5,23;5,0
70,72;41,16;7,43;50,75;2,98;4,9;4,18;6,06;4,89;6,95;4,65
55,28;43,47;9,38;54,16;3,29;6,66;4,5;5,38;2,15;7,32;4,06
93,89;39,69;8,97;36,29;2,42;3,84;4,49;4,92;9,1;4,06;4,65
94,76;35,9;8,77;51,08;3,13;5,32;4,24;5,45;8,4;3,74;4,61
79,48;37,47;10,2;60,84;4,34;4,93;4,35;5,51;2,36;6,57;3,98
58,4;43,51;10,13;65,69;2,44;5,82;4,09;4,85;3,65;1,8;3,13
50,97;42,31;8,96;55,1;1,83;6,27;4,17;6,79;7,0;2,03;4,26
27,77;40,89;10,27;56,71;2,74;8,92;4,48;5,48;3,9;5,85;4,19
26,84;38,66;6,47;60,48;3,2;5,33;4,08;6,15;2,72;1,97;3,23
43,19;40,53;7,58;58,17;5,17;5,84;4,3;8,09;6,61;9,94;6,04
80,46;37,46;6,46;50,42;0,15;9,43;4,15;6,59;5,4;5,55;4,67
47,38;35,8;12,11;58,84;3,12;7,49;4,39;5,42;5,52;5,94;4,51
42,02;41,07;10,81;63,34;1,71;9,43;4,26;8,24;9,03;1,34;4,9
84,28;44,31;8,68;35,13;0,93;8,24;4,18;6,77;9,57;7,2;5,85
97,97;38,16;10,55;50,08;2,82;6,3;4,31;4,34;6,7;9,48;5,23
86,75;39,27;6,53;53,63;1,85;6,38;4,09;7,08;9,4;9,94;6,37
51,33;42,39;9,81;43,61;2,67;7,03;4,11;5,47;1,41;4,26;3,33
40,01;42,91;8,11;59,91;5,03;9,76;4,17;5,22;4,52;8,95;4,91
41,4;37,16;5,98;66,39;4,36;8,24;4,02;6,15;7,68;9,64;5,8
93,84;37,31;8,03;57,03;3,27;3,28;4,48;7,93;3,32;9,59;5,2
43,12;38,84;6,21;51,4;2,45;6,62;4,24;5,37;8,01;1,63;4,12
36,99;37,54;5,71;43,59;1,95;3,22;4,12;5,39;7,92;8,96;5,48
23,7;44,55;9,59;36,88;3,02;3,42;4,27;4,62;5,22;3,08;3,65
48,69;36,03;5,73;53,75;2,62;6,39;4,09;5,35;5,96;7,52;4,85
71,29;35,21;6,24;49,2;3,59;7,92;4,34;7,21;8,19;3,16;4,86
59,28;38,73;5,99;51,0;2,73;9,12;4,31;7,07;1,13;2,68;3,36
35,25;42,52;7,28;60,19;3,0;7,05;4,11;6,01;5,23;1,79;3,71
50,49;35,58;5,76;41,14;2,75;4,81;4,22;5,54;4,52;2,42;3,58
49,03;36,31;8,73;35,48;2,91;6,79;4,05;4,83;8,33;2,65;4,25
81,56;37,46;9,24;66,31;3,89;5,36;4,18;6,62;9,49;2,94;4,89
81,85;38,5;6,34;33,55;2,32;6,91;4,21;6,12;5,57;1,77;3,81
21,28;37,06;6,55;57,72;1,78;3,4;4,26;6,92;1,02;5,72;3,79
76,35;35,87;5,97;43,87;2,99;4,2;4,33;3,94;8,66;7,21;5,04
93,86;42,92;4,16;52,65;2,37;9,87;4,0;4,23;1,15;2,74;2,76
50,5;37,47;7,43;50,01;3,19;6,37;4,42;6,29;7,39;4,24;4,69
37,42;35,9;6,97;48,27;3,68;5,1;4,4;6,52;6,11;5,47;4,7
92,99;44,01;6,37;49,46;4,5;7,46;4,37;5,62;6,42;2,79;4,1
48,55;40,96;9,12;33,52;2,78;4,42;4,49;6,43;5,09;4,01;4,16
43,82;38,23;8,18;60,0;2,84;4,27;4,05;5,88;3,56;6,51;4,23
94,9;42,92;6,66;48,95;2,71;6,53;4,27;7,39;1,15;6,75;4,18
52,5;39,45;7,12;28,42;2,24;8,26;4,45;6,03;2,96;5,77;4,09
77,98;36,87;9,74;53,37;2,18;3,48;4,33;6,6;3,48;4,82;4,04
74,86;37,28;10,63;65,46;1,37;10,0;4,41;5,76;6,62;1,1;3,87
55,77;36,7;6,18;54,54;2,7;8,89;4,42;6,77;2,58;2,37;3,5
30,04;38,98;11,52;58,85;3,8;7,48;4,2;7,1;9,17;8,15;6,01
63,2;43,63;7,35;48,78;3,02;5,25;4,02;5,1;1,43;9,01;4,16
93,34;40,57;9,03;48,06;3,13;8,99;4,11;6,98;6,56;8,86;5,62
94,27;44,74;4,94;37,96;3,86;9,77;4,31;4,46;6,35;7,41;4,84
52,3;40,96;8,46;50,02;3,03;3,42;4,04;6,62;4,38;7,97;4,81
64,9;43,44;5,52;63,42;3,65;5,71;4,16;4,87;4,6;9,04;4,79
80,9;37,81;7,08;52,46;4,3;3,97;4,2;6,47;8,82;4,35;4,99
21,26;40,4;5,37;46,06;4,79;3,53;4,28;6,05;3,62;7,9;4,58
91,81;38,71;8,93;40,83;4,05;4,61;4,12;7,03;1,75;1,9;3,19
92,5;38,88;10,46;51,12;3,56;6,95;4,03;5,43;3,24;3,63;3,54
91,34;39,68;9,11;51,85;4,34;6,2;4,41;7,38;5,92;2,39;4,24
49,52;40,97;9,33;37,61;0,89;6,77;4,25;6,49;7,82;5,52;5,09
75,39;41,45;8,63;51,39;3,74;7,66;4,21;7,67;4,61;5,42;4,68
84,98;42,95;7,62;59,54;2,01;5,44;4,31;5,72;3,32;4,41;3,8
51,08;43,86;6,68;38,05;4,14;4,6;4,5;5,85;9,84;7,98;5,79
22,79;38,22;8,72;36,61;1,7;7,0;4,16;7,69;7,78;1,24;4,45
88,53;41,99;8,77;57,43;2,48;7,83;4,06;7,01;1,13;7,03;4,14
33,59;43,04;5,79;26,09;2,25;8,44;4,42;5,26;5,53;9,11;5,12
67,73;35,73;8,93;44,37;3,39;3,77;4,23;6,24;2,78;9,42;4,75
43,63;38,02;5,07;55,08;2,87;3,09;4,02;7,43;8,69;1,4;4,51
67,94;43,41;10,18;53,49;6,58;7,05;4,17;7,1;9,41;7,47;5,91
57,91;42,55;5,24;56,83;0,76;4,06;4,12;6,18;4,79;7,16;4,67
96,39;41,58;4,47;48,39;3,98;3,21;4,43;5,31;8,31;4,98;4,76
71,76;44,05;10,39;41,51;2,14;7,8;4,28;6,08;7,5;4,86;4,84
46,27;39,53;7,52;39,74;1,87;5,51;4,34;3,95;2,8;8,79;4,21
44,98;38,77;7,62;36,91;3,6;7,61;4,38;5,93;1,84;1,4;2,97
65,69;40,55;9,63;57,59;2,83;4,98;4,04;5,21;7,11;5,4;4,59
93,95;40,35;10,37;56,97;2,09;3,44;4,3;5,36;3,28;9,16;4,63
38,23;38,85;11,67;51,21;3,69;4,91;4,03;6,18;5,92;6,11;4,69
27,96;38,94;5,17;30,46;3,34;8,94;4,35;5,6;2,61;5,71;3,95
56,59;35,38;10,43;44,32;2,17;4,15;4,45;7,45;7,22;2,02;4,39
68,91;42,41;11,53;50,43;1,98;9,77;4,18;5,72;6,59;5,35;4,7
25,39;38,98;8,84;46,39;1,44;4,08;4,08;6,3;2,8;5,43;3,94
55,58;37,21;9,54;42,38;0,59;9,7;4,09;5,9;4,83;4,01;4,1
31,47;41,22;7,36;69,19;3,28;3,12;4,25;6,15;8,7;6,57;5,34
58,67;38,74;8,34;61,86;2,6;4,52;4,46;5,07;2,79;2,56;3,14
98,03;43,36;4,92;43,16;2,22;4,09;4,4;6,35;4,02;8,45;4,83
26,34;39,01;8,8;52,3;2,51;4,06;4,17;5,83;8,59;1,05;4,15
98,59;42,81;10,66;40,95;3,34;5,01;4,27;8,53;8,14;5,07;5,44
33,26;42,57;12,43;34,09;2,24;7,17;4,36;7,21;3,49;1,72;3,62
54,36;38,84;8,38;49,32;3,28;9,69;4,12;5,43;4,57;6,7;4,5
81,81;40,45;9,58;45,04;1,74;7,22;4,49;5,05;9,5;7,81;5,58
50,29;38,0;9,51;45,63;4,04;9,23;4,39;5,28;4,1;2,24;3,49
74,4;39,32;9,66;45,64;3,46;6,5;4,35;5,21;6,47;3,12;4,08
66,95;39,34;10,69;48,21;2,37;9,77;4,37;5,55;9,67;8,71;5,97
49,88;35,83;2,81;57,11;4,34;4,32;4,24;5,34;3,7;6,62;4,21
62,95;43,28;8,06;40,39;1,75;3,22;4,01;7,31;6,57;7,17;5,22
72,21;44,81;8,34;46,05;3,04;8,99;4,3;4,51;9,43;5,4;5,05
93,74;35,43;9,55;41,95;1,41;4,22;4,22;6,47;5,07;3,22;4,02
97,24;43,31;6,15;74,21;4,05;4,26;4,21;7,72;9,06;6,25;5,67
86,75;36,52;7,78;30,88;3,32;9,97;4,07;6,29;6,84;3,07;4,39
31,23;36,69;8,7;34,89;2,1;9,19;4,05;5,35;6,62;5,0;4,53
96,16;39,8;6,83;48,45;2,28;9,91;4,01;5,13;7,67;8,75;5,45
45,39;36,14;9,34;44,75;2,76;7,73;4,39;6,31;7,96;4,72;4,93
